MedidasCCVStatusId,SensorCCVId,VehicleTypeId,Timestamp,Fluxo,Velocidade,EstadodeTrafego
893354480,10000028,5,2023-02-10 18:55:00,8,NULL,NULL
893354481,10000028,6,2023-02-10 18:55:00,0,NULL,NULL
893359236,10000028,3,2023-02-10 19:00:00,3,NULL,NULL
893359238,10000028,4,2023-02-10 19:00:00,280,NULL,NULL
893359240,10000028,5,2023-02-10 19:00:00,11,NULL,NULL
893359242,10000028,6,2023-02-10 19:00:00,0,NULL,NULL
893363721,10000028,3,2023-02-10 19:05:00,4,NULL,NULL
893363722,10000028,4,2023-02-10 19:05:00,306,NULL,NULL
893363723,10000028,5,2023-02-10 19:05:00,11,NULL,NULL
893363724,10000028,6,2023-02-10 19:05:00,1,NULL,NULL
893370008,10000028,3,2023-02-10 19:10:00,0,NULL,NULL
893370009,10000028,4,2023-02-10 19:10:00,301,NULL,NULL
893370010,10000028,5,2023-02-10 19:10:00,12,NULL,NULL
893370011,10000028,6,2023-02-10 19:10:00,0,NULL,NULL
893372605,10000028,3,2023-02-10 19:15:00,2,NULL,NULL
893372606,10000028,4,2023-02-10 19:15:00,291,NULL,NULL
893372607,10000028,5,2023-02-10 19:15:00,3,NULL,NULL
893372608,10000028,6,2023-02-10 19:15:00,1,NULL,NULL
893378577,10000028,3,2023-02-10 19:20:00,3,NULL,NULL
893378578,10000028,4,2023-02-10 19:20:00,347,NULL,NULL
893378579,10000028,5,2023-02-10 19:20:00,18,NULL,NULL
893378580,10000028,6,2023-02-10 19:20:00,2,NULL,NULL
893382488,10000028,3,2023-02-10 19:25:00,2,NULL,NULL
893382489,10000028,4,2023-02-10 19:25:00,278,NULL,NULL
893382490,10000028,5,2023-02-10 19:25:00,8,NULL,NULL
893382491,10000028,6,2023-02-10 19:25:00,0,NULL,NULL
893388215,10000028,3,2023-02-10 19:30:00,5,NULL,NULL
893388216,10000028,4,2023-02-10 19:30:00,285,NULL,NULL
893388217,10000028,5,2023-02-10 19:30:00,10,NULL,NULL
893388218,10000028,6,2023-02-10 19:30:00,2,NULL,NULL
893391354,10000028,3,2023-02-10 19:35:00,1,NULL,NULL
893391355,10000028,4,2023-02-10 19:35:00,333,NULL,NULL
893391356,10000028,5,2023-02-10 19:35:00,14,NULL,NULL
893391357,10000028,6,2023-02-10 19:35:00,4,NULL,NULL
893397825,10000028,3,2023-02-10 19:40:00,4,NULL,NULL
893397826,10000028,4,2023-02-10 19:40:00,345,NULL,NULL
893397827,10000028,5,2023-02-10 19:40:00,15,NULL,NULL
893397828,10000028,6,2023-02-10 19:40:00,0,NULL,NULL
893401081,10000028,3,2023-02-10 19:45:00,3,NULL,NULL
893401082,10000028,4,2023-02-10 19:45:00,343,NULL,NULL
893401083,10000028,5,2023-02-10 19:45:00,9,NULL,NULL
893401084,10000028,6,2023-02-10 19:45:00,1,NULL,NULL
893406774,10000028,3,2023-02-10 19:50:00,8,NULL,NULL
893406775,10000028,4,2023-02-10 19:50:00,355,NULL,NULL
893406776,10000028,5,2023-02-10 19:50:00,13,NULL,NULL
893406777,10000028,6,2023-02-10 19:50:00,1,NULL,NULL
893416434,10000028,3,2023-02-10 19:55:00,8,NULL,NULL
893416435,10000028,4,2023-02-10 19:55:00,335,NULL,NULL
893416436,10000028,5,2023-02-10 19:55:00,16,NULL,NULL
893416437,10000028,6,2023-02-10 19:55:00,2,NULL,NULL
893419409,10000028,3,2023-02-10 20:00:00,3,NULL,NULL
893419410,10000028,4,2023-02-10 20:00:00,362,NULL,NULL
893419411,10000028,5,2023-02-10 20:00:00,12,NULL,NULL
893419412,10000028,6,2023-02-10 20:00:00,1,NULL,NULL
893425930,10000028,3,2023-02-10 20:05:00,4,NULL,NULL
893425931,10000028,4,2023-02-10 20:05:00,333,NULL,NULL
893425932,10000028,5,2023-02-10 20:05:00,13,NULL,NULL
893425933,10000028,6,2023-02-10 20:05:00,3,NULL,NULL
893429446,10000028,3,2023-02-10 20:10:00,2,NULL,NULL
893429447,10000028,4,2023-02-10 20:10:00,301,NULL,NULL
893429448,10000028,5,2023-02-10 20:10:00,10,NULL,NULL
893429449,10000028,6,2023-02-10 20:10:00,1,NULL,NULL
893434115,10000028,3,2023-02-10 20:15:00,5,NULL,NULL
893434116,10000028,4,2023-02-10 20:15:00,335,NULL,NULL
893434117,10000028,5,2023-02-10 20:15:00,10,NULL,NULL
893434118,10000028,6,2023-02-10 20:15:00,1,NULL,NULL
893438288,10000028,3,2023-02-10 20:20:00,4,NULL,NULL
893438289,10000028,4,2023-02-10 20:20:00,314,NULL,NULL
893438290,10000028,5,2023-02-10 20:20:00,13,NULL,NULL
893438291,10000028,6,2023-02-10 20:20:00,1,NULL,NULL
893443609,10000028,3,2023-02-10 20:25:00,3,NULL,NULL
893443610,10000028,4,2023-02-10 20:25:00,325,NULL,NULL
893443611,10000028,5,2023-02-10 20:25:00,10,NULL,NULL
893443612,10000028,6,2023-02-10 20:25:00,5,NULL,NULL
893446901,10000028,3,2023-02-10 20:30:00,2,NULL,NULL
893446902,10000028,4,2023-02-10 20:30:00,300,NULL,NULL
893446903,10000028,5,2023-02-10 20:30:00,9,NULL,NULL
